#,Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,SB,CS,AVG
1,Bobby Witt Jr.,KCR,150,617,679,182,108,36,8,31,108,96,50,5,106,6,5,2,36,11,0.296
2,Aaron Judge,NYY,150,548,673,151,78,24,1,47,115,111,112,15,174,7,5,1,8,2,0.275
3,Gunnar Henderson,BAL,150,597,684,164,94,30,5,34,108,91,75,1,146,6,4,3,18,5,0.274
4,Juan Soto,NYM,150,538,676,152,87,28,2,35,114,96,128,5,112,4,5,2,9,3,0.282
5,Mookie Betts,LAD,150,592,685,164,98,34,3,29,109,89,80,3,95,6,4,2,15,4,0.278
6,Julio Rodríguez,SEA,150,613,677,169,108,29,2,30,94,88,48,3,155,9,5,2,28,7,0.275
7,Yordan Alvarez,HOU,141,534,624,161,91,32,2,36,98,105,75,12,106,10,4,1,4,1,0.302
8,Fernando Tatis Jr.,SDP,150,607,679,168,95,34,2,38,106,101,58,0,142,7,4,2,19,5,0.277
9,José Ramírez,CLE,150,599,672,167,97,37,2,31,99,95,63,15,82,4,5,1,31,7,0.279
10,Shohei Ohtani,LAD,150,592,689,166,88,30,5,43,123,104,85,12,159,6,4,3,34,9,0.280
11,Francisco Lindor,NYM,150,608,688,156,96,31,2,28,100,81,63,1,131,10,4,3,24,5,0.257
12,William Contreras,MIL,147,573,653,157,99,32,2,25,86,86,70,3,136,5,5,1,7,2,0.273
13,Ronald Acuña Jr.,ATL,128,510,590,149,93,27,2,26,102,73,66,2,103,8,3,3,44,10,0.292
14,Cal Raleigh,SEA,137,527,595,118,64,23,1,30,72,82,59,2,164,4,4,1,4,1,0.223
15,Kyle Tucker,CHC,150,579,669,160,94,33,2,31,101,95,81,6,104,3,5,2,21,4,0.277
16,Corey Seager,TEX,126,503,572,142,85,28,1,29,87,80,58,10,97,5,4,2,3,1,0.283
17,Vladimir Guerrero Jr.,TOR,150,589,671,175,106,34,1,34,101,101,70,9,96,7,5,1,5,2,0.297
18,Ketel Marte,ARI,147,586,669,163,98,33,4,27,100,86,70,5,121,6,4,2,8,2,0.278
19,Elly De La Cruz,CIN,150,591,664,150,86,31,7,26,93,87,62,2,192,5,5,1,53,15,0.253
20,Jackson Merrill,SDP,150,594,641,165,104,31,5,25,80,90,38,1,106,4,5,1,14,4,0.278
21,Corbin Carroll,ARI,150,593,682,156,92,27,11,26,106,81,72,1,126,10,4,3,41,9,0.263
22,Michael Harris II,ATL,146,562,609,161,104,30,4,24,82,86,35,2,112,6,4,1,19,5,0.287
23,Adley Rutschman,BAL,138,539,620,141,92,27,1,20,84,70,71,3,97,4,4,2,2,1,0.261
24,Bryce Harper,PHI,150,572,671,160,92,37,1,31,100,95,88,10,144,5,5,1,11,3,0.279
25,Patrick Bailey,SFG,119,420,466,100,67,20,1,11,49,47,38,0,110,3,3,1,4,1,0.238
26,Marcus Semien,TEX,150,623,695,159,101,30,3,25,96,73,60,1,106,5,4,3,12,3,0.255
27,Austin Riley,ATL,150,601,671,160,95,31,2,32,95,95,55,1,163,9,5,1,2,1,0.267
28,Riley Greene,DET,147,583,664,156,98,30,5,23,89,79,69,3,159,5,4,2,7,2,0.268
29,Trea Turner,PHI,150,631,686,175,115,35,2,23,96,78,42,1,132,6,4,3,24,4,0.277
30,Bo Bichette,TOR,144,608,658,170,114,33,2,21,87,74,39,1,125,5,4,2,11,3,0.279
31,Freddie Freeman,LAD,150,578,666,166,104,35,2,24,94,92,73,9,111,9,5,1,11,3,0.287
32,Steven Kwan,CLE,150,612,695,174,126,30,4,14,94,62,71,1,71,6,4,3,19,4,0.284
33,Junior Caminero,TBR,141,571,621,151,96,26,2,28,77,90,41,2,134,5,4,0,5,2,0.266
34,Manny Machado,SDP,150,589,648,157,97,29,1,30,83,97,52,5,128,3,4,0,7,2,0.266
35,Rafael Devers,BOS,150,588,669,158,90,33,3,32,97,96,68,13,145,7,4,2,4,1,0.269
36,Matt McLain,CIN,138,546,622,142,84,30,3,25,89,78,61,1,155,9,4,2,18,6,0.260
37,Masyn Winn,STL,150,616,676,162,108,31,4,18,87,67,49,1,113,4,4,3,16,4,0.262
38,Isaac Paredes,HOU,141,531,621,130,79,26,1,24,83,77,71,1,103,13,4,1,2,1,0.245
39,Carlos Correa,MIN,130,510,582,136,87,28,2,19,77,68,62,4,114,5,4,2,1,0,0.267
40,Alejandro Kirk,TOR,103,370,419,100,70,19,1,11,47,46,41,1,52,4,3,1,1,0,0.271
41,Matt Chapman,SFG,150,562,642,135,77,32,2,24,77,83,67,2,165,8,4,1,9,3,0.240
42,Anthony Volpe,NYY,150,561,624,136,87,28,4,17,73,67,51,1,132,6,4,2,26,6,0.243
43,Dansby Swanson,CHC,150,565,631,138,91,26,2,19,72,73,56,1,154,4,5,1,14,4,0.245
44,Jung Hoo Lee,SFG,143,575,632,168,116,35,3,14,75,74,47,4,62,5,4,1,10,3,0.293
45,Willy Adames,SFG,150,586,664,140,81,33,1,25,83,80,68,3,160,4,4,1,14,4,0.239
46,Austin Wells,NYY,112,439,498,102,60,21,1,19,65,55,49,0,111,5,3,2,5,1,0.232
47,Alex Bregman,BOS,150,584,664,156,97,32,3,23,86,87,68,1,84,7,5,1,4,1,0.267
48,Gabriel Moreno,ARI,119,414,469,116,81,23,1,10,56,53,45,0,76,4,3,2,5,2,0.281
49,Yandy Díaz,TBR,150,610,694,177,123,33,1,20,97,70,70,0,104,7,4,3,3,1,0.290
50,Mike Trout,LAA,120,477,551,120,67,20,3,30,83,71,61,4,148,7,3,2,10,2,0.251
51,Xander Bogaerts,SDP,149,563,624,151,106,27,1,17,71,70,50,0,110,6,4,1,13,3,0.269
52,Lawrence Butler,ATH,149,609,672,156,95,30,2,29,93,78,53,1,153,3,4,3,21,4,0.256
53,Oneil Cruz,PIT,146,571,639,146,86,30,3,26,81,87,58,4,185,5,5,1,19,5,0.256
54,Andrés Giménez,TOR,147,555,608,146,101,29,2,13,68,65,32,2,102,15,4,1,26,6,0.263
55,Jazz Chisholm Jr.,NYY,141,542,603,134,82,22,2,28,80,81,50,3,151,5,4,1,33,10,0.247
56,Francisco Alvarez,NYM,115,406,458,96,57,17,1,21,56,61,42,0,107,5,3,1,3,1,0.236
57,Mark Vientos,NYM,150,567,628,141,82,26,1,32,80,92,50,1,177,6,5,1,1,0,0.248
58,Zach Neto,LAA,130,477,532,120,72,26,1,21,69,65,37,1,115,13,4,2,22,6,0.252
59,Jacob Wilson,ATH,128,443,484,127,89,28,3,8,56,51,30,0,52,5,3,2,6,1,0.287
60,Jordan Westburg,BAL,133,512,563,135,82,29,4,20,69,76,40,0,125,7,4,1,8,3,0.264
61,Wyatt Langford,TEX,143,549,620,146,92,29,4,21,78,79,61,2,122,6,4,1,18,5,0.266
62,JJ Bleday,ATH,150,570,659,132,75,31,2,24,80,79,79,1,142,5,5,1,6,2,0.231
63,Xavier Edwards,MIA,136,552,621,156,119,26,5,6,78,47,60,1,88,4,4,3,34,7,0.283
64,Royce Lewis,MIN,133,505,563,127,75,25,1,27,71,80,49,2,132,5,4,1,6,2,0.252
65,Brandon Lowe,TBR,123,488,553,117,67,21,2,27,75,73,52,2,140,7,4,2,6,2,0.239
66,Jose Altuve,HOU,150,623,695,167,111,32,1,22,97,72,57,1,120,8,4,3,19,5,0.268
67,Jarren Duran,BOS,150,622,688,164,97,39,8,19,98,71,53,1,158,6,4,3,31,6,0.263
68,CJ Abrams,WSN,139,574,633,146,92,29,5,21,86,66,39,3,119,13,4,3,37,9,0.255
69,Jeremy Peña,HOU,150,574,621,152,103,29,2,17,69,72,32,1,116,9,4,1,16,5,0.264
70,Jackson Chourio,MIL,149,608,668,163,101,31,3,28,94,81,48,3,136,5,4,3,26,7,0.268
71,Ozzie Albies,ATL,150,580,636,154,96,33,2,22,80,80,43,1,101,7,4,1,12,3,0.266
72,Nico Hoerner,CHC,130,499,551,138,102,27,2,8,63,52,38,1,62,9,3,1,26,6,0.277
73,Will Smith,LAD,118,432,495,108,66,21,2,19,62,64,50,3,87,8,3,1,2,1,0.250
74,Christian Walker,HOU,149,565,642,137,77,28,1,31,83,95,64,4,148,8,4,0,5,2,0.243
75,Brent Rooker,ATH,149,585,665,145,81,26,2,37,93,94,65,3,199,9,4,1,8,3,0.247
76,Gleyber Torres,DET,150,599,674,154,105,30,1,18,82,67,64,0,120,4,4,2,9,3,0.258
77,Yainer Diaz,HOU,135,530,564,148,98,28,2,21,67,78,25,1,100,5,4,1,2,1,0.280
78,Matt Olson,ATL,150,568,657,143,80,28,1,33,91,99,78,5,159,6,4,1,1,0,0.251
79,Lars Nootbaar,STL,125,470,552,120,75,23,2,19,75,63,73,2,112,3,4,2,10,3,0.254
80,Cody Bellinger,NYY,141,559,617,143,90,26,2,25,76,84,49,5,112,4,4,0,12,3,0.255
81,Nolan Arenado,STL,150,590,645,152,99,29,1,22,74,85,45,3,100,6,4,0,3,1,0.257
82,Luis Robert Jr.,CHW,150,620,674,151,91,31,1,29,84,84,40,3,193,8,5,2,27,7,0.244
83,James Wood,WSN,139,536,614,140,86,29,3,21,77,77,69,2,162,4,4,1,19,6,0.261
84,J.P. Crawford,SEA,141,509,591,122,84,25,2,11,63,53,69,0,117,7,4,2,5,1,0.239
85,Ezequiel Tovar,COL,150,622,662,161,98,36,3,23,78,82,29,1,170,5,5,1,11,4,0.259
86,Vinnie Pasquantino,KCR,146,572,644,154,93,34,2,26,83,90,62,2,89,6,5,0,2,1,0.270
87,Cedric Mullins,BAL,130,500,555,122,79,23,3,18,67,66,45,1,113,5,4,1,28,7,0.244
88,Bryson Stott,PHI,139,502,560,130,90,24,3,13,66,61,48,1,94,4,4,2,25,6,0.258
89,Shea Langeliers,ATH,119,455,504,105,58,19,2,26,61,72,40,2,136,5,3,1,4,1,0.230
90,Ian Happ,CHC,150,584,678,143,86,32,2,23,90,74,81,1,163,7,4,2,13,3,0.245
91,Brandon Nimmo,NYM,134,514,595,129,84,25,3,18,77,69,67,1,130,10,4,1,7,2,0.252
92,Alec Bohm,PHI,143,565,618,156,104,34,1,17,72,78,42,1,95,6,4,1,5,2,0.276
93,Brayan Rocchio,CLE,134,452,512,110,74,25,1,10,57,51,48,1,92,6,4,2,13,4,0.245
94,Bo Naylor,CLE,102,354,404,78,46,15,1,15,45,47,42,1,106,4,3,1,7,2,0.220
95,Luis García Jr.,WSN,125,482,518,134,89,26,2,16,59,63,29,2,79,2,3,1,15,5,0.277
96,Anthony Santander,TOR,150,590,659,144,79,30,1,34,85,98,56,2,136,8,5,1,3,1,0.244
97,Jake Rogers,DET,90,323,357,69,41,14,1,13,37,40,27,1,104,4,3,1,2,1,0.215
98,Willson Contreras,STL,139,525,611,129,77,26,1,25,78,80,65,2,148,16,4,1,6,2,0.247
99,Kyle Schwarber,PHI,150,558,668,127,67,20,1,39,97,94,99,4,192,6,4,2,5,2,0.227
100,Brendan Donovan,STL,138,518,587,144,102,26,2,13,69,64,52,1,79,11,4,1,7,2,0.278
101,Colton Cowser,BAL,130,471,541,113,71,21,2,20,66,66,58,2,157,8,4,1,9,3,0.241
102,Luis Rengifo,LAA,134,544,595,143,99,24,3,18,75,66,39,0,98,7,4,2,23,7,0.263
103,Pete Alonso,NYM,150,571,657,136,75,24,1,36,89,100,68,6,153,12,5,0,4,1,0.238
104,Zack Gelof,ATH,146,545,603,123,75,25,2,21,67,67,48,1,186,5,4,1,23,6,0.226
105,Geraldo Perdomo,ARI,131,443,508,112,80,22,3,7,59,47,55,1,81,5,4,2,15,4,0.252
106,Taylor Ward,LAA,149,584,661,146,93,28,2,23,80,80,64,0,155,8,5,1,7,2,0.250
107,Luis Arraez,SDP,149,633,687,194,149,33,2,10,88,61,41,5,42,6,4,3,8,2,0.306
108,Iván Herrera,STL,94,308,360,79,54,15,1,9,43,38,43,0,75,4,3,1,6,1,0.257
109,Colt Keith,DET,126,481,534,126,83,23,4,17,61,64,44,2,105,4,4,1,5,2,0.262
110,Bryan Reynolds,PIT,149,600,675,157,100,29,3,24,90,80,59,3,150,9,5,2,9,3,0.262
111,Ha-Seong Kim,TBR,100,361,414,90,61,17,1,10,50,42,46,2,74,3,3,1,18,4,0.248
112,Christian Yelich,MIL,133,516,600,137,91,25,3,18,83,66,74,5,130,5,4,2,23,5,0.266
113,Max Muncy,LAD,126,444,531,95,52,18,1,24,68,69,76,3,144,6,4,1,3,1,0.214
114,Parker Meadows,DET,122,455,510,107,68,20,6,14,60,52,47,1,118,4,3,2,19,5,0.236
115,Brenton Doyle,COL,150,604,660,148,94,26,4,23,83,72,44,1,186,5,4,2,29,7,0.245
116,Byron Buxton,MIN,118,466,517,111,59,24,2,25,65,73,38,2,148,8,4,1,8,2,0.237
117,Pete Crow-Armstrong,CHC,130,470,513,114,73,21,5,15,57,59,32,2,127,7,4,1,26,7,0.244
118,Randy Arozarena,SEA,150,565,652,135,83,28,1,22,77,78,67,1,167,15,4,1,21,8,0.238
119,TJ Friedl,CIN,131,525,594,131,86,22,4,19,79,63,52,1,103,11,4,2,18,5,0.249
120,Brice Turang,MIL,134,500,557,127,90,24,3,10,62,53,49,1,98,3,4,1,35,7,0.253
121,Sean Murphy,ATL,86,307,352,71,43,15,1,13,42,44,34,1,81,7,2,1,1,0,0.232
122,Teoscar Hernández,LAD,150,586,643,151,92,28,2,30,82,96,46,2,182,6,4,1,8,3,0.257
123,Eugenio Suárez,ARI,141,514,581,120,73,23,1,22,67,71,53,0,166,9,4,1,2,1,0.234
124,Matt Wallner,MIN,120,464,537,108,59,24,2,23,72,61,54,1,181,13,3,2,5,1,0.232
125,Jasson Domínguez,NYY,134,476,537,119,78,21,2,19,63,65,53,1,130,3,4,1,19,5,0.250
126,Jonathan India,KCR,139,546,635,139,91,30,2,15,84,58,68,0,121,14,4,3,13,3,0.254
127,Maikel Garcia,KCR,138,517,569,135,96,28,4,8,66,53,43,0,100,2,4,2,29,7,0.262
128,Josh Jung,TEX,136,519,561,129,81,24,3,22,63,70,32,0,154,6,4,1,6,2,0.249
129,Matt Shaw,CHC,120,415,464,104,69,18,2,15,54,55,38,0,100,6,4,2,14,5,0.250
130,Josh Lowe,TBR,125,481,533,121,74,26,2,18,65,68,45,3,155,3,3,1,24,5,0.251
131,Victor Robles,SEA,128,517,577,128,89,28,2,10,70,47,42,0,126,12,4,2,36,8,0.248
132,Joey Ortiz,MIL,146,518,581,130,84,28,4,13,63,63,51,0,117,6,4,2,12,4,0.251
133,Triston Casas,BOS,139,505,593,124,71,25,1,27,77,83,80,5,154,4,4,1,2,1,0.246
134,Lane Thomas,CLE,138,533,594,129,80,28,2,18,71,67,48,1,153,7,4,1,26,8,0.242
135,Christopher Morel,TBR,115,425,479,98,58,17,2,21,58,62,46,1,131,5,3,1,9,3,0.232
136,Daulton Varsho,TOR,138,517,577,116,67,23,4,22,68,71,50,1,143,5,4,1,13,4,0.224
137,Jeff McNeil,NYM,122,437,484,118,83,25,1,9,54,52,32,0,61,9,4,1,5,1,0.271
138,J.T. Realmuto,PHI,118,435,480,107,68,21,2,16,54,58,33,1,117,8,3,1,8,2,0.246
139,Logan O'Hoppe,LAA,108,401,445,95,60,15,1,19,51,56,34,0,116,6,3,1,3,1,0.238
140,Jackson Holliday,BAL,109,352,411,82,54,17,2,10,49,41,52,1,110,3,3,2,8,2,0.234
141,Paul Goldschmidt,NYY,147,572,642,144,90,29,1,25,80,84,61,3,167,4,4,1,8,2,0.253
142,Marcell Ozuna,ATL,150,575,643,149,90,26,1,33,85,98,60,1,159,4,4,1,1,0,0.260
143,Ke'Bryan Hayes,PIT,136,502,550,129,89,26,3,12,59,58,39,1,109,4,4,2,14,4,0.257
144,Josh Naylor,ARI,141,553,615,148,92,32,1,24,78,87,51,7,98,6,4,0,7,2,0.268
145,Jurickson Profar,ATL,147,581,670,151,102,30,1,18,91,68,74,2,110,9,4,2,8,2,0.260
146,Jacob Young,WSN,130,448,494,113,84,23,2,5,53,42,33,0,93,8,4,2,28,6,0.252
147,Brooks Lee,MIN,113,392,432,99,65,22,2,11,49,47,32,2,69,3,3,2,6,1,0.253
148,Connor Norby,MIA,136,552,613,134,85,29,1,18,73,64,50,1,167,5,4,2,10,3,0.243
149,Jake Cronenworth,SDP,139,521,590,126,81,27,4,14,65,65,53,1,113,11,4,1,5,1,0.241
150,Salvador Perez,KCR,143,572,619,148,96,26,1,26,73,87,33,7,136,10,4,0,1,0,0.259
151,Evan Carter,TEX,120,415,480,100,63,21,3,13,55,52,55,1,117,6,3,1,11,3,0.240
152,Ryan McMahon,COL,147,577,655,139,87,29,1,22,79,73,69,3,188,4,4,1,8,3,0.240
153,Otto Lopez,MIA,112,418,457,115,83,24,2,6,45,44,31,0,79,4,3,1,15,4,0.276
154,Jake McCarthy,ARI,120,448,499,120,85,19,6,10,59,55,37,0,89,9,4,1,25,6,0.267
155,Joc Pederson,TEX,105,393,455,99,60,16,1,22,60,65,50,3,109,10,3,0,5,2,0.252
156,George Springer,TOR,141,553,621,135,88,23,2,22,77,74,56,1,119,6,4,1,13,3,0.244
157,Tommy Edman,LAD,141,507,557,127,85,26,2,14,66,62,38,1,99,6,4,2,22,5,0.252
158,Seiya Suzuki,CHC,130,500,569,129,81,24,4,21,72,74,59,3,144,5,4,1,12,5,0.258
159,Nick Gonzales,PIT,117,426,471,111,72,26,4,10,49,51,34,1,105,7,3,1,6,2,0.261
160,Jake Burger,TEX,143,529,580,130,76,24,2,28,72,81,36,1,155,9,4,2,2,1,0.245
161,Nathaniel Lowe,WSN,144,540,620,139,95,25,2,18,71,73,71,1,137,5,4,1,2,1,0.258
162,Willi Castro,MIN,139,509,568,124,83,25,4,12,61,57,41,0,133,13,4,2,18,6,0.244
163,Brandon Marsh,PHI,125,425,483,104,67,20,3,14,58,53,49,0,149,4,3,2,15,3,0.244
164,Jorge Polanco,SEA,126,448,510,99,64,17,0,17,55,55,53,2,139,4,4,2,5,2,0.221
165,Tyler Fitzgerald,SFG,136,501,549,114,70,24,3,18,59,62,36,0,166,7,4,2,18,5,0.229
166,Jesús Sánchez,MIA,125,484,539,124,76,24,2,21,64,71,46,2,138,5,4,1,10,3,0.255
167,Tyler Stephenson,CIN,115,434,488,109,72,21,1,15,56,59,44,1,115,6,3,1,1,0,0.252
168,Ryan Jeffers,MIN,95,346,390,81,47,17,1,16,45,48,33,0,89,8,3,1,3,1,0.234
169,Michael Massey,KCR,120,465,503,119,75,25,3,16,57,62,28,1,97,6,4,1,4,1,0.255
170,Adolis García,TEX,143,548,605,131,76,26,1,28,74,84,45,1,167,7,4,1,11,3,0.238
171,Spencer Horwitz,PIT,102,376,441,100,66,23,1,10,54,48,56,2,84,6,3,1,3,1,0.267
172,LaMonte Wade Jr.,SFG,113,435,516,107,71,20,1,15,68,50,70,5,110,6,3,2,4,1,0.247
173,Garrett Mitchell,MIL,110,417,471,98,62,18,3,15,55,57,46,0,140,5,3,0,19,6,0.235
174,Heliot Ramos,SFG,139,536,592,132,82,25,4,22,69,73,45,1,156,5,4,1,7,2,0.247
175,Tyler O'Neill,BAL,110,404,459,94,56,17,1,21,55,59,46,3,140,5,3,1,6,1,0.232
176,Orlando Arcia,ATL,138,486,537,115,76,22,1,16,59,61,41,1,110,4,4,2,2,1,0.237
177,Danny Jansen,TBR,84,309,352,71,41,14,0,14,41,44,34,0,71,5,3,1,1,0,0.228
178,Jose Trevino,CIN,62,221,240,54,36,10,0,7,26,27,14,0,42,2,2,1,2,1,0.244
179,Nolan Schanuel,LAA,128,459,535,118,83,20,1,15,63,56,64,1,89,7,4,2,7,2,0.258
180,Jake Meyers,HOU,100,350,389,83,55,16,2,11,44,42,29,0,95,5,3,1,8,2,0.238
