#,Name,Team,W,L,ERA,G,GS,SV,HLD,BS,IP,TBF,H,R,ER,HR,BB,IBB,HBP,SO
1,Paul Skenes,PIT,13,9,2.80,31,31,0,0,,188.0,760,147,65,59,16,55,0,8,241
2,Jacob deGrom,TEX,11,7,2.88,26,26,0,0,,152.0,603,116,53,49,17,30,0,5,206
3,Tarik Skubal,DET,13,9,2.93,32,32,0,0,,196.1,788,160,70,64,20,45,0,8,228
4,Garrett Crochet,BOS,12,8,3.04,31,31,0,0,,170.0,684,133,63,58,17,52,0,7,220
5,Zack Wheeler,PHI,13,9,3.33,32,32,0,0,,198.2,810,171,80,73,23,51,1,9,212
6,Chris Sale,ATL,14,8,3.07,31,31,0,0,,186.2,755,153,70,64,19,47,1,9,230
7,Tyler Glasnow,LAD,11,6,3.22,24,24,0,0,,143.2,580,117,56,51,16,41,0,4,178
8,Sonny Gray,STL,12,10,3.41,31,31,0,0,,184.2,764,164,76,70,20,51,0,7,197
9,Cole Ragans,KCR,12,10,3.51,31,31,0,0,,182.2,764,156,77,71,19,69,1,6,207
10,Dylan Cease,SDP,13,10,3.48,32,32,0,0,,189.0,787,155,79,73,22,70,1,6,224
11,Corbin Burnes,ARI,12,10,3.69,31,31,0,0,,190.0,793,178,85,78,20,54,0,7,193
12,Pablo López,MIN,12,11,3.63,32,32,0,0,,193.0,798,177,84,78,24,48,1,9,203
13,Logan Webb,SFG,12,11,3.43,32,32,0,0,,201.0,839,201,85,77,17,45,1,6,175
14,Framber Valdez,HOU,12,9,3.43,29,29,0,0,,184.2,767,173,78,70,16,59,0,9,177
15,Logan Gilbert,SEA,12,11,3.43,32,32,0,0,,198.2,808,176,82,76,25,43,1,6,208
16,Blake Snell,LAD,12,8,3.51,29,29,0,0,,170.0,712,134,72,66,21,73,0,5,221
17,Roki Sasaki,LAD,10,6,3.30,24,24,0,0,,138.2,567,110,55,51,16,43,0,7,179
18,Sandy Alcantara,MIA,10,11,3.81,29,29,0,0,,188.2,790,187,87,80,21,48,1,8,170
19,George Kirby,SEA,11,10,3.52,31,31,0,0,,180.1,735,169,76,70,23,27,0,7,171
20,Max Fried,NYY,12,9,3.42,29,29,0,0,,173.0,723,165,73,66,18,48,1,6,164
21,Aaron Nola,PHI,12,10,3.85,31,31,0,0,,187.2,781,179,87,80,26,45,1,6,185
22,Cristopher Sánchez,PHI,11,9,3.48,29,29,0,0,,169.2,707,164,73,66,17,48,0,6,149
23,Joe Ryan,MIN,10,9,3.77,28,28,0,0,,159.2,656,141,71,67,24,37,0,7,177
24,Yoshinobu Yamamoto,LAD,11,8,3.58,28,28,0,0,,158.2,655,144,69,63,19,43,0,5,167
25,Michael King,SDP,12,10,3.65,31,31,0,0,,179.2,753,157,79,73,22,64,1,8,191
26,Freddy Peralta,MIL,11,10,3.77,31,31,0,0,,178.0,744,151,80,74,24,63,0,8,205
27,Hunter Brown,HOU,11,9,3.70,29,29,0,0,,167.2,703,153,75,69,18,58,0,6,175
28,Shota Imanaga,CHC,11,9,3.65,29,29,0,0,,179.2,740,167,78,73,26,38,0,6,182
29,Gerrit Cole,NYY,12,10,3.99,31,31,0,0,,189.0,792,174,90,84,29,53,0,7,197
30,Yusei Kikuchi,LAA,11,10,3.77,31,31,0,0,,176.0,728,157,80,74,25,55,0,6,196
31,Shane McClanahan,TBR,10,8,3.44,34,26,0,1,,159.0,654,140,66,61,19,46,1,5,175
32,Spencer Strider,ATL,9,5,3.20,21,21,0,0,,119.1,485,92,46,42,13,39,0,5,158
33,Nathan Eovaldi,TEX,11,10,3.79,29,29,0,0,,176.0,735,168,81,74,22,47,1,7,171
34,Kevin Gausman,TOR,12,11,3.92,32,32,0,0,,193.1,813,183,91,84,26,55,0,5,192
35,Hunter Greene,CIN,10,10,4.17,29,29,0,0,,172.0,731,149,85,80,27,63,0,12,205
36,Ranger Suárez,PHI,11,9,3.60,40,28,0,1,,167.0,702,159,73,67,18,53,1,6,151
37,Justin Steele,CHC,11,9,3.57,29,29,0,0,,170.0,703,158,73,67,19,48,1,7,166
38,Luis Castillo,SEA,11,11,3.64,31,31,0,0,,184.1,767,166,81,74,24,52,1,7,187
39,Tanner Houck,BOS,11,10,3.98,40,29,0,1,,179.2,766,182,87,80,18,55,1,11,160
40,Spencer Schwellenbach,ATL,12,9,3.79,29,29,0,0,,172.0,716,165,79,72,21,43,1,8,166
41,Reynaldo López,ATL,12,9,3.91,31,31,0,0,,179.0,753,164,84,78,22,61,0,6,189
42,Carlos Rodón,NYY,11,10,3.97,31,31,0,0,,176.0,738,155,83,78,27,54,0,8,199
43,MacKenzie Gore,WSN,11,11,3.74,31,31,0,0,,174.1,733,152,78,73,22,65,0,7,188
44,Seth Lugo,KCR,11,11,4.15,31,31,0,0,,190.1,811,194,95,88,23,54,1,8,166
45,Zach Eflin,BAL,11,10,3.91,29,29,0,0,,176.0,731,180,83,76,25,31,1,6,148
46,Brandon Woodruff,MIL,10,9,3.77,26,26,0,0,,156.2,649,141,71,66,22,42,0,6,167
47,Kodai Senga,NYM,11,9,3.78,34,26,0,1,,163.1,693,143,74,69,20,66,1,6,177
48,Zac Gallen,ARI,11,9,3.92,29,29,0,0,,170.2,725,164,81,74,20,53,0,7,172
49,Tanner Bibee,CLE,10,10,3.86,29,29,0,0,,173.1,727,160,80,74,24,49,0,8,178
50,Jared Jones,PIT,10,10,3.91,36,28,0,1,,167.0,705,152,78,73,21,57,1,8,172
51,Brayan Bello,BOS,10,10,4.08,29,29,0,0,,167.1,717,168,83,76,18,59,0,8,153
52,Jack Flaherty,DET,10,10,3.74,29,29,0,0,,169.2,716,154,76,70,21,53,1,8,178
53,Grayson Rodriguez,BAL,11,9,3.69,28,28,0,0,,162.1,679,146,72,67,20,53,0,6,173
54,Shohei Ohtani,LAD,9,6,3.49,21,21,0,0,,120.2,498,102,51,47,15,39,0,6,141
55,Bailey Ober,MIN,10,10,4.04,29,29,0,0,,171.0,717,161,82,77,27,42,0,7,176
56,Nick Lodolo,CIN,9,8,3.92,24,24,0,0,,138.1,584,126,65,60,19,44,0,12,151
57,Nick Pivetta,SDP,10,9,3.88,28,28,0,0,,152.2,634,132,70,66,23,50,1,5,175
58,Mitch Keller,PIT,10,12,4.25,31,31,0,0,,182.0,777,180,93,86,23,57,1,11,164
59,Brady Singer,CIN,10,10,4.25,29,29,0,0,,170.1,730,174,87,80,25,48,0,9,161
60,Germán Márquez,COL,8,11,4.75,28,28,0,0,,164.2,713,179,93,87,24,54,1,6,138
61,Michael Wacha,KCR,9,10,4.28,28,28,0,0,,159.1,676,159,81,76,22,47,0,6,138
62,Jesús Luzardo,PHI,10,9,3.94,41,26,0,1,,161.1,681,147,76,71,23,55,1,6,166
63,Chris Bassitt,TOR,11,11,4.14,31,31,0,0,,179.0,766,173,89,82,23,60,1,11,164
64,José Soriano,LAA,9,9,3.91,26,26,0,0,,148.1,638,140,71,64,15,62,1,9,144
65,Clay Holmes,NYM,10,8,3.55,49,23,0,1,,155.1,667,146,68,61,12,63,1,8,145
66,Yu Darvish,SDP,10,10,4.16,29,29,0,0,,167.2,702,158,83,78,25,47,1,8,160
67,Erick Fedde,STL,10,10,4.21,29,29,0,0,,167.0,713,166,84,78,23,52,2,6,143
68,Taj Bradley,TBR,10,10,4.06,29,29,0,0,,170.1,718,157,83,77,25,57,0,6,179
69,Max Scherzer,TOR,8,7,3.91,27,21,0,1,,124.1,517,113,58,54,19,31,0,6,131
70,Kumar Rocker,TEX,9,8,3.85,33,23,0,1,,136.1,573,127,63,58,17,42,1,5,138
71,Reese Olson,DET,9,9,3.87,26,26,0,0,,144.0,611,138,67,62,16,46,0,6,132
72,Robbie Ray,SFG,10,10,3.91,28,28,0,0,,160.2,677,143,75,70,23,51,0,7,173
73,Ryan Pepiot,TBR,10,10,4.18,29,29,0,0,,164.2,701,150,82,77,25,60,0,9,173
74,Bryce Miller,SEA,10,11,3.90,31,31,0,0,,174.2,730,163,81,76,25,47,1,7,168
75,Clarke Schmidt,NYY,9,9,4.02,41,24,0,1,,149.0,634,140,72,67,21,49,1,8,145
76,José Berríos,TOR,11,12,4.31,32,32,0,0,,191.1,820,194,99,92,28,53,1,11,166
77,Jeffrey Springs,ATH,9,9,3.83,34,26,0,1,,154.0,643,144,71,66,21,43,0,5,149
78,Brandon Pfaadt,ARI,9,8,3.98,33,23,0,1,,137.1,573,133,65,61,19,33,1,5,134
79,Nestor Cortes,MIL,8,8,3.97,44,21,0,1,,142.0,594,131,67,63,22,39,1,5,144
80,Miles Mikolas,STL,10,11,4.29,31,31,0,0,,178.2,754,192,92,85,26,34,0,7,128
81,Eduardo Rodriguez,ARI,9,8,4.02,32,24,0,1,,144.1,613,142,70,64,18,45,1,4,133
82,Sean Manaea,NYM,10,9,4.04,28,28,0,0,,162.1,689,149,78,73,23,57,0,8,163
83,Ryan Feltner,COL,9,13,4.89,31,31,0,0,,177.1,772,189,103,96,27,62,0,8,154
84,Drew Rasmussen,TBR,8,7,3.71,43,19,0,1,,128.0,532,123,57,53,15,33,1,4,122
85,Bryan Woo,SEA,9,9,3.86,26,26,0,0,,143.2,597,135,66,62,20,34,0,7,135
86,Matthew Boyd,CHC,8,8,3.94,31,23,0,1,,132.0,556,121,62,58,18,43,0,6,131
87,Merrill Kelly,ARI,9,9,4.19,26,26,0,0,,152.1,653,152,77,71,20,50,1,5,141
88,Max Meyer,MIA,8,10,4.24,34,24,0,1,,145.1,623,146,74,68,19,49,1,6,128
89,David Peterson,NYM,10,8,3.72,32,26,0,1,,152.2,655,145,69,63,16,59,1,7,140
90,Jon Gray,TEX,9,9,4.26,37,24,0,1,,145.2,620,144,74,69,21,45,1,6,133
91,Gavin Williams,CLE,9,9,4.10,26,26,0,0,,146.1,625,135,72,67,20,55,1,6,149
92,Nick Martinez,CIN,8,10,4.56,49,23,0,1,,152.2,655,160,83,77,25,42,1,6,130
93,Reid Detmers,LAA,7,7,3.91,36,18,0,1,,115.1,484,102,54,50,16,40,1,6,127
94,Kutter Crawford,BOS,8,8,4.32,53,18,0,1,,133.0,561,128,68,64,21,37,1,6,131
95,Luis Severino,ATH,10,11,4.25,31,31,0,0,,182.2,780,180,93,86,26,61,0,9,159
96,Edward Cabrera,MIA,7,9,4.05,35,23,0,1,,131.2,567,117,64,59,15,62,0,7,142
97,Jake Irvin,WSN,9,11,4.33,29,29,0,0,,169.0,719,169,87,81,24,54,1,7,141
98,Shane Bieber,CLE,6,5,3.60,25,15,0,1,,95.2,398,91,42,38,11,23,0,3,96
99,Ronel Blanco,HOU,9,10,4.37,28,28,0,0,,159.2,688,150,83,77,23,66,0,5,157
100,Alex Cobb,DET,6,6,3.67,18,18,0,0,,99.2,419,99,45,41,9,28,0,4,83
101,Aaron Civale,MIL,8,10,4.35,39,24,0,1,,149.0,640,148,77,72,24,43,1,7,143
102,David Festa,MIN,7,7,3.92,42,16,0,1,,114.0,483,104,54,50,14,41,1,5,118
103,Lucas Giolito,BOS,8,9,4.44,33,23,0,1,,137.2,589,134,73,68,21,48,1,5,136
104,Bowden Francis,TOR,9,10,4.34,36,26,0,1,,159.0,677,154,82,77,26,44,1,9,147
105,Andrew Abbott,CIN,8,9,4.67,24,24,0,0,,135.1,586,134,75,70,24,49,0,4,131
106,Andre Pallante,STL,9,9,4.02,41,24,0,1,,154.1,666,159,76,69,13,62,1,6,114
107,Walker Buehler,BOS,9,10,4.59,40,26,0,1,,154.1,668,162,85,79,21,52,1,6,131
108,Kyle Gibson,,8,8,4.26,23,23,0,0,,134.2,581,137,69,64,18,46,1,5,114
109,Justin Verlander,SFG,8,9,4.21,24,24,0,0,,141.1,600,140,71,66,21,35,0,6,120
110,Ryan Weathers,MIA,8,10,4.18,32,26,0,1,,151.2,653,150,76,70,20,55,1,7,135
111,Mason Miller,ATH,4,3,2.58,67,0,30,2,,67.0,267,45,21,19,6,23,2,3,99
112,Andrew Heaney,PIT,8,9,4.28,35,23,0,1,,132.1,565,129,67,63,19,41,1,8,123
113,Chris Paddack,MIN,7,8,4.13,55,16,0,1,,128.2,539,128,63,59,18,31,1,4,118
114,Charlie Morton,BAL,10,9,4.19,28,28,0,0,,156.1,674,148,79,73,21,61,1,11,156
115,Tyler Mahle,TEX,9,9,4.35,26,26,0,0,,147.2,630,145,76,71,23,46,0,6,138
116,Steven Matz,STL,7,7,3.92,42,18,0,1,,121.0,508,117,57,53,15,34,1,5,107
117,Casey Mize,DET,7,8,4.15,23,23,0,0,,123.2,528,126,62,57,16,35,0,5,100
118,Kyle Freeland,COL,7,12,5.13,28,28,0,0,,155.2,680,180,95,89,26,42,0,6,115
119,Jameson Taillon,CHC,9,11,4.47,29,29,0,0,,167.2,711,175,89,83,26,40,0,5,135
120,Lance Lynn,,7,8,4.38,21,21,0,0,,121.0,517,118,63,59,19,39,0,5,113
121,Mitchell Parker,WSN,9,10,4.26,36,26,0,1,,155.1,667,151,79,74,22,57,1,4,136
122,Antonio Senzatela,COL,7,10,5.09,42,23,0,1,,143.1,627,170,87,81,21,39,1,6,92
123,Tobias Myers,MIL,8,9,4.36,42,23,0,1,,145.0,622,144,75,70,23,44,1,6,132
124,Eury Pérez,MIA,5,5,3.93,15,15,0,0,,80.2,339,71,38,35,11,26,0,3,90
125,Luis Garcia,HOU,7,7,4.21,33,19,0,1,,123.1,520,117,62,58,19,39,1,4,121
126,Davis Martin,CHW,7,10,4.55,24,24,0,0,,137.0,592,138,74,69,21,50,0,7,117
127,Kyle Harrison,SFG,8,8,4.01,24,24,0,0,,133.0,570,122,64,59,17,49,0,7,136
128,Shane Baz,TBR,8,10,4.44,36,24,0,1,,149.2,644,146,79,74,23,55,1,7,140
129,Rhett Lowder,CIN,7,8,4.54,42,18,0,1,,124.1,536,130,68,63,18,40,1,5,102
130,Spencer Arrighetti,HOU,8,9,4.40,26,26,0,0,,141.1,609,130,74,69,21,61,0,7,144
131,Kris Bubic,KCR,7,7,4.12,42,18,0,1,,123.0,527,122,61,56,15,44,1,5,112
132,DJ Herz,WSN,7,8,4.01,36,19,0,1,,121.1,522,103,58,54,16,59,1,6,131
133,Frankie Montas,NYM,7,6,4.08,19,19,0,0,,105.0,449,100,51,48,14,37,1,4,101
134,Jose Quintana,MIL,8,9,4.34,24,24,0,0,,135.2,592,139,71,65,18,50,0,6,114
135,Alec Marsh,KCR,7,7,4.41,36,18,0,1,,114.2,495,113,60,56,16,41,1,7,109
136,Jhoan Duran,MIN,4,3,2.79,65,0,22,5,,65.0,265,52,22,20,5,21,2,3,81
137,Luis Gil,NYY,6,6,4.19,29,16,0,1,,102.0,440,88,51,48,15,47,0,5,114
138,Clayton Kershaw,LAD,5,4,3.90,13,13,0,0,,71.1,300,69,34,31,10,20,0,3,66
139,Félix Bautista,BAL,4,2,2.76,60,0,26,4,,60.0,243,42,20,18,6,23,1,2,87
140,Tyler Anderson,LAA,9,12,4.75,29,29,0,0,,171.1,750,177,97,90,28,63,1,7,136
141,Kyle Wright,KCR,5,6,4.16,35,13,0,1,,94.2,405,96,48,44,10,31,1,5,80
142,Quinn Mathews,STL,6,6,3.91,28,16,0,1,,104.1,445,98,49,45,12,39,1,5,96
143,Yariel Rodríguez,TOR,6,6,3.99,59,11,0,1,,106.1,456,95,51,47,14,44,1,5,115
144,Dean Kremer,BAL,8,9,4.45,24,24,0,0,,135.0,580,136,72,67,21,45,0,5,119
145,Edwin Díaz,NYM,4,3,2.94,65,0,36,2,,65.0,265,46,23,21,6,24,1,3,90
146,Zebby Matthews,MIN,5,5,4.01,39,11,0,1,,89.1,373,89,43,40,13,19,1,3,80
147,Michael Lorenzen,KCR,8,10,4.65,56,21,0,1,,152.1,670,159,85,79,20,62,1,6,121
148,Lance McCullers Jr.,HOU,5,5,3.91,39,11,0,1,,92.2,394,88,44,40,10,35,1,4,89
149,Marcus Stroman,NYY,8,9,4.45,44,23,0,1,,145.1,635,155,78,72,19,49,1,6,111
150,Dustin May,LAD,4,3,3.57,52,5,0,4,,74.1,310,65,32,29,8,25,1,3,82
151,Simeon Woods Richardson,MIN,8,10,4.71,26,26,0,0,,137.2,600,141,77,72,21,51,0,5,116
152,JP Sears,ATH,9,12,4.62,31,31,0,0,,177.2,761,180,97,91,30,52,1,10,145
153,Ryan Helsley,STL,4,3,3.06,66,0,35,2,,66.0,271,50,24,22,7,25,2,2,83
154,Paul Blackburn,NYM,7,7,4.15,46,16,0,1,,119.1,511,121,60,55,16,34,2,5,102
155,Jonathan Cannon,CHW,7,12,4.79,32,26,0,1,,162.0,707,172,93,86,26,57,1,7,122
156,Sean Burke,CHW,7,10,4.72,31,23,0,1,,136.2,598,133,76,72,22,61,1,6,125
157,Martín Pérez,CHW,7,10,4.66,24,24,0,0,,139.2,615,150,78,72,20,51,0,6,103
158,Matt Strahm,PHI,4,3,3.30,67,0,3,12,,67.0,272,54,26,25,8,19,2,3,79
159,Jordan Montgomery,ARI,7,7,4.21,42,16,0,1,,115.2,495,122,59,54,14,33,1,4,91
160,Jordan Hicks,SFG,8,9,4.06,40,23,0,1,,139.0,602,134,68,63,14,59,1,8,126
161,Joey Cantillo,CLE,6,7,4.04,33,16,0,1,,106.1,458,97,52,48,13,47,1,4,107
162,Josh Hader,HOU,4,3,3.17,68,0,33,2,,68.0,279,49,26,24,8,27,1,3,94
163,Griffin Jax,MIN,4,3,3.22,70,0,8,11,,70.0,287,59,27,25,7,20,2,3,82
164,Zack Littell,TBR,8,9,4.55,33,23,0,1,,135.1,577,142,73,68,23,33,0,5,114
165,Michael Soroka,WSN,6,7,4.26,52,15,0,1,,117.1,504,111,60,56,16,46,1,6,109
166,Emmanuel Clase,CLE,4,3,3.10,66,0,34,2,,66.0,270,61,25,23,5,16,2,2,68
167,Kyle Hendricks,LAA,7,9,4.89,24,24,0,0,,131.2,575,146,77,72,22,38,1,5,93
168,Cade Smith,CLE,4,3,3.11,68,0,2,14,,68.0,280,54,26,23,7,23,1,3,85
169,Jeff Hoffman,TOR,4,3,3.28,65,0,26,4,,65.0,269,52,26,24,7,22,2,3,79
170,Tylor Megill,NYM,5,4,3.62,53,6,0,1,,82.0,342,73,36,33,10,27,1,3,86
171,Bailey Falter,PIT,7,9,4.60,43,19,0,1,,127.2,548,134,70,65,20,38,1,4,97
172,Andrés Muñoz,SEA,4,3,2.83,64,0,26,4,,64.0,263,48,22,20,5,25,2,3,83
173,Cade Cavalli,WSN,5,6,4.20,28,13,0,1,,88.2,380,83,45,41,12,33,1,5,83
174,Tanner Scott,LAD,4,3,3.14,66,0,25,8,,66.0,275,52,25,23,6,30,2,3,82
175,Grant Holmes,ATL,7,6,4.28,48,15,0,1,,114.1,489,115,58,54,15,37,2,5,103
176,Bryan Abreu,HOU,4,3,3.31,72,0,2,14,,72.0,299,56,29,26,7,29,1,4,91
177,Cal Quantrill,MIA,7,11,4.84,26,26,0,0,,146.1,646,157,84,79,21,53,0,8,110
178,Orion Kerkering,PHI,4,3,3.20,63,0,5,12,,63.0,259,52,25,22,6,21,1,3,72
179,Aroldis Chapman,BOS,4,3,3.14,63,0,12,9,,63.0,264,45,24,22,6,35,1,2,89
180,Mitch Spence,ATH,7,8,4.33,31,19,0,1,,119.2,512,124,62,57,16,36,0,5,92
181,Austin Gomber,COL,7,11,5.28,26,26,0,0,,143.0,626,167,89,84,26,40,1,4,102
182,Ian Anderson,ATL,6,6,4.38,24,16,0,1,,99.0,431,102,52,48,12,39,1,3,84
183,Javier Assad,CHC,8,9,4.43,45,21,0,1,,138.0,599,139,73,68,19,52,1,6,117
184,Garrett Whitlock,BOS,4,3,3.63,67,0,2,16,,67.0,277,63,29,27,8,16,1,3,69
185,Cade Povich,BAL,5,6,4.24,27,15,0,1,,92.0,396,89,47,43,13,34,1,4,84
186,Cody Bradford,TEX,5,5,4.18,47,10,0,1,,91.1,385,91,45,42,15,20,1,3,82
187,Keegan Akin,BAL,4,3,3.37,70,0,2,16,,70.0,289,61,28,26,9,21,2,2,78
